corpus_id,cohort,prior_case_id,source_stratum,provenance_type,source_title,source_url,source_locator,accessed_date,original_text,source_context,screen_status,screen_reason,duplicate_family,trigger_class,temporal_class,control_class,memory_class,action_cardinality,lifetime,rb_preliminary,rb_coder_1,rb_coder_2,rb_adjudicated,stage_a,depth_status,depth_rank,depth_reason,ambiguity_for_user,catalog_note,text_form,source_verification,notes
E1-047,new,,research,study task,"Huang & Cakmak, Supporting Mental Model Accuracy in TAP (UbiComp 2015)",https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 4 P2,2026-09-13,"You want to be notified, via email, should a person be detected in the house while everyone’s at work (9:00 am - 5:00 pm every day)",,IN_SCOPE,,,event/state; clock/calendar,periodic/count,guard/branch; repeat,none/unspecified,single,recurring,"R1, R6, R9",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SOURCE_AND_LOCATOR_CHECKED,
E1-048,new,,research,study task,"Huang & Cakmak, Supporting Mental Model Accuracy in TAP (UbiComp 2015)",https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 4 P4,2026-09-13,"You want the thermostat to be off as much as possible, unless the temperature outside is below 40 degrees, in which case the thermostat should be set to 72 degrees.",,IN_SCOPE,,,unspecified,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,"R5, R6",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SOURCE_AND_LOCATOR_CHECKED,
E1-049,new,,research,study task,"Huang & Cakmak, Supporting Mental Model Accuracy in TAP (UbiComp 2015)",https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 4 P5,2026-09-13,"You want a pot of coffee to be brewed when it’s below 40 degrees outside, but only before 10:00 am every day.",,IN_SCOPE,,,event/state; clock/calendar,periodic/count,guard/branch; repeat,none/unspecified,single,recurring,"R1, R6, R9",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SOURCE_AND_LOCATOR_CHECKED,
E1-050,new,,research,study stimulus,"Huang & Cakmak, Supporting Mental Model Accuracy in TAP (UbiComp 2015)",https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q1,2026-09-13,"If the time is 6:00 pm, then turn the lights on",,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R6, R9",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SOURCE_AND_LOCATOR_CHECKED,
E1-051,new,,research,study stimulus,"Huang & Cakmak, Supporting Mental Model Accuracy in TAP (UbiComp 2015)",https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q2,2026-09-13,"If I arrive at home and the time is between 6:00 - 11:00 pm, then turn the lights on",,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R6, R9",,,,no,breadth_only_pending_depth_selection,,,Event-versus-state and instant-versus-window meaning must be fixed before depth encoding.,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SOURCE_AND_LOCATOR_CHECKED,
E1-052,new,,research,study stimulus,"Huang & Cakmak, Supporting Mental Model Accuracy in TAP (UbiComp 2015)",https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q4,2026-09-13,"If it is snowing, then turn the thermostat to 75 degrees F",,IN_SCOPE,,,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R6",,,,no,breadth_only_pending_depth_selection,,,Event-versus-state and instant-versus-window meaning must be fixed before depth encoding.,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SOURCE_AND_LOCATOR_CHECKED,
E1-053,new,,research,study stimulus,"Huang & Cakmak, Supporting Mental Model Accuracy in TAP (UbiComp 2015)",https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q5,2026-09-13,"If the time is between 7:00 am and 10:00 am and the outside temperature is below 40 degrees, then brew a pot of coffee",,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R5, R6, R9",,,,no,breadth_only_pending_depth_selection,,,Event-versus-state and instant-versus-window meaning must be fixed before depth encoding.,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SOURCE_AND_LOCATOR_CHECKED,
E1-054,new,,official,official example,Google Home example scripted automations — Control a light with a switch,https://developers.home.google.com/automations/example-scripts,Section: Control a light with a switch,2026-09-13,"When a switch is moved to the on position, turn on a light.",,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-055,new,,official,official example,Google Home example scripted automations — Schedule lights and blinds,https://developers.home.google.com/automations/example-scripts,Section: Schedule lights and blinds,2026-09-13,"At 10pm, dim the lights and close the blinds.",,IN_SCOPE,,,clock/calendar,immediate/unspecified,sequence/composition,none/unspecified,multiple,one-shot/unspecified,R9,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-056,new,,official,official example,Google Home example scripted automations — Control camera based on household presence,https://developers.home.google.com/automations/example-scripts,Section: Control camera based on household presence,2026-09-13,"When the first person comes home, turn off cameras.",,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R9",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-057,new,,official,official example,Google Home example scripted automations — Vacuum while everyone is away,https://developers.home.google.com/automations/example-scripts,Section: Vacuum while everyone is away,2026-09-13,"When the home is unoccupied, run the vacuum; when someone is home, stop the vacuum.",,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-058,new,,official,official example,Google Home example scripted automations — Dim lights and lower blinds when living room TV is on after dark,https://developers.home.google.com/automations/example-scripts,Section: Dim lights and lower blinds when living room TV is on after dark,2026-09-13,"After dark, when the TV is on, dim the light and lower the blinds.",,IN_SCOPE,,,event/state,delay/order,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R2",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-059,new,,official,official example,Google Home example scripted automations — Cool weather heating,https://developers.home.google.com/automations/example-scripts,Section: Cool weather heating,2026-09-13,"If it is cool, open blinds, turn on fans, and adjust thermostats.",,IN_SCOPE,,,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-060,new,,official,official example,Google Home example scripted automations — Warm weather ventilation,https://developers.home.google.com/automations/example-scripts,Section: Warm weather ventilation,2026-09-13,"If it is warm, close blinds, turn on fans, and adjust thermostats.",,IN_SCOPE,,,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-061,new,,official,official example,Google Home example scripted automations — Scheduled lighting with multiple times,https://developers.home.google.com/automations/example-scripts,Section: Scheduled lighting with multiple times,2026-09-13,"Turn on the lights at sunset, dim them at 10pm and turn them off at midnight.",,IN_SCOPE,,,clock/calendar,immediate/unspecified,sequence/composition,none/unspecified,multiple,one-shot/unspecified,R9,,,,no,proposed_depth_addition,8,Official bidirectional light synchronization example.,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-062,new,,official,official example,Google Home example scripted automations — Synchronize two lights,https://developers.home.google.com/automations/example-scripts,Section: Synchronize two lights,2026-09-13,"If one light is turned on, turn the other on, and if one light is turned off, turn the other off.",,IN_SCOPE,,,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R6",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-063,new,,official,official example,Google Home example scripted automations — Flash lights when smoke alarm is active,https://developers.home.google.com/automations/example-scripts,Section: Flash lights when smoke alarm is active,2026-09-13,"When smoke is detected, flash lights red and blue.",,IN_SCOPE,,,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-064,new,,official,official example,Google Home example scripted automations — Turn on air purifier when indoor air quality is poor,https://developers.home.google.com/automations/example-scripts,Section: Turn on air purifier when indoor air quality is poor,2026-09-13,When indoor air quality is poor turn on air purifier at high speed.,,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-065,new,,official,official example,Google Home example scripted automations — Nighttime unlock alert,https://developers.home.google.com/automations/example-scripts,Section: Nighttime unlock alert,2026-09-13,"At night, when a lock is unlocked, turn on the light at full brightness.",,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R9",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-066,new,,official,official example,Google Home example scripted automations — Flash lights when carbon monoxide detected,https://developers.home.google.com/automations/example-scripts,Section: Flash lights when carbon monoxide detected,2026-09-13,"When carbon monoxide is detected, flash the lights.",,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-067,new,,official,official example,Google Home example scripted automations — Motion triggered lights,https://developers.home.google.com/automations/example-scripts,Section: Motion triggered lights,2026-09-13,"When motion is detected, turn on the lights, then turn them off after five minutes of stillness.",,IN_SCOPE,,motion-light,event/state,delay/order; duration/window,sequence/composition; guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R2, R6",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-068,new,,official,official example,Google Home example scripted automations — Motion triggered lights with occupancy sensor,https://developers.home.google.com/automations/example-scripts,Section: Motion triggered lights with occupancy sensor,2026-09-13,"When an occupant is detected, turn on the lights, then turn them off after five minutes.",,IN_SCOPE,,motion-light,event/state,delay/order; duration/window,sequence/composition; guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R2, R6",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-069,new,,official,official example,Google Home example scripted automations — Turn on cameras when leaving home,https://developers.home.google.com/automations/example-scripts,Section: Turn on cameras when leaving home,2026-09-13,"Once the home is unoccupied, turn on cameras.",,IN_SCOPE,,,clock/calendar,immediate/unspecified,straight-line/unspecified,none/unspecified,single,one-shot/unspecified,R9,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-070,new,,official,official example,Google Home example scripted automations — Doorbell light alert,https://developers.home.google.com/automations/example-scripts,Section: Doorbell light alert,2026-09-13,"When someone rings the doorbell, blink the lights in occupied room.",,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-071,new,,official,official example,Google Home example scripted automations — Movie night scene,https://developers.home.google.com/automations/example-scripts,Section: Movie night scene,2026-09-13,"When Assistant hears the utterance ""movie night"", lower the blinds, turn off the lights, and pause certain noisy appliances.",,IN_SCOPE,,,event/state; clock/calendar; manual,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R9",,,,no,proposed_depth_addition,7,Official home/away lighting with distinct arrival and vacancy flows.,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-072,new,,official,official example,Google Home example scripted automations — Home and away lighting,https://developers.home.google.com/automations/example-scripts,Section: Home and away lighting,2026-09-13,"After dark, when someone arrives home, turn on lights, and turn off all lights when the home is unoccupied.",,IN_SCOPE,,,event/state,delay/order,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R2",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-073,new,,official,official example,Google Home example scripted automations — Send a notification when a package is delivered,https://developers.home.google.com/automations/example-scripts,Section: Send a notification when a package is delivered,2026-09-13,"When a package is delivered, send a notification.",,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,multiple,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-074,new,,official,official example,Google Home example scripted automations — Morning blinds with suppression,https://developers.home.google.com/automations/example-scripts,Section: Morning blinds with suppression,2026-09-13,Open blinds in the morning after motion is detected; suppress the trigger for 20 hours.,,IN_SCOPE,,,event/state; clock/calendar,delay/order; duration/window,straight-line/unspecified,timestamp/prior-state,single,one-shot/unspecified,"R1, R2, R9",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-075,new,,official,official example,Google Home example scripted automations — Weekday movement notification,https://developers.home.google.com/automations/example-scripts,Section: Weekday movement notification,2026-09-13,Send a notification when movement is detected at home on a weekday between 09:00 and 18:00.,,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R9",,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-076,new,,official,official example,Home Assistant core — Zone Notification blueprint,https://github.com/home-assistant/core/blob/dev/homeassistant/components/automation/blueprints/notify_leaving_zone.yaml,blueprint.description,2026-09-13,Send a notification to a device when a person leaves a specific zone.,,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,multiple,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-077,new,,official,official example,Home Assistant automation trigger documentation — Exterior Lighting,https://www.home-assistant.io/docs/automation/trigger/,Sun elevation trigger example,2026-09-13,Turn on exterior lighting when the sun elevation falls below -4.0 degrees.,,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,OFFICIAL_DESCRIPTION_OR_STRUCTURED_EXTRACTION,SOURCE_AND_LOCATOR_CHECKED,
E1-078,new,,community,user-authored naturalistic,Home Assistant Community thread 995590: Combination of motion and illuminance sensor to control light bulb,https://community.home-assistant.io/t/combination-of-motion-and-illuminance-sensor-to-control-light-bulb/995590,opening post / stated desired behavior,2026-09-13,"Turn light ON when motion detected, turn off in 5 min; turn light ON when Lux drops below X lux, turn off in 5 min; should not turn ON light when light OFF by HA.",,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-079,new,,community,user-authored naturalistic,Home Assistant Community thread 864628: Trigger automation every minute unless sensor updates,https://community.home-assistant.io/t/trigger-automation-every-minute-unless-it-has-been-triggered-by-something-else/864628,opening post / stated desired behavior,2026-09-13,"If there are no new sensor values, trigger the automation once every minute; normal sensor values arrive every 10 seconds.",,IN_SCOPE,,,event/state,duration/window; periodic/count,guard/branch; repeat,none/unspecified,single,recurring,"R1, R5, R7",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-080,new,,community,user-authored naturalistic,Home Assistant Community thread 408113: Arm alarm when everyone is away,https://community.home-assistant.io/t/automation-arm-alarm-when-everyone-is-away/408113,opening post / stated desired behavior,2026-09-13,Arm an alarm to away when all people are away.,,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-081,new,,community,user-authored naturalistic,Home Assistant Community thread 721406: Repeat movement reminder,https://community.home-assistant.io/t/how-to-reliably-design-making-an-announcement-every-5-mins-until-a-binary-sensor-is-off/721406,opening post / stated desired behavior,2026-09-13,"Keep nagging me every 5 minutes, up to 3 times, as long as the presence binary sensor remains TRUE.",,IN_SCOPE,,,unspecified,duration/window; periodic/count,repeat,count/aggregate,single,recurring,"R3, R7, R8",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-082,new,,community,user-authored naturalistic,Home Assistant Community thread 600389: Notify when a long-open door closes,https://community.home-assistant.io/t/help-with-door-close-automation/600389,opening post / stated desired behavior,2026-09-13,Get a notification if a door that was open for more than 5 minutes was closed.,,IN_SCOPE,,,event/state,duration/window,guard/branch,timestamp/prior-state,multiple,one-shot/unspecified,"R1, R3",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-083,new,,community,user-authored naturalistic,Home Assistant Community thread 958200: Temporary automation override,https://community.home-assistant.io/t/delayed-entity-aka-turn-this-on-for-x-minutes/958200,opening post / stated desired behavior,2026-09-13,Turn off automatic door locking for a few hours and then resume normally; temporarily suspend the heat-pump algorithm and resume in a couple of hours.,,AMBIGUOUS,The source leaves a behavior-defining choice unresolved.,,unspecified,duration/window,sequence/composition,timestamp/prior-state; count/aggregate,multiple,one-shot/unspecified,R6,,,,no,breadth_only_pending_depth_selection,,,Needs a case-specific interpretation question before any depth encoding.,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-084,new,,community,user-authored naturalistic,Home Assistant Community thread 566330: Different weekday/weekend light schedules,https://community.home-assistant.io/t/automation-to-turn-on-off-devices-at-different-times-days/566330,opening post / stated desired behavior,2026-09-13,Turn lights on from 6 pm to 9 pm Sunday to Thursday and from 7 pm to 11 pm Friday and Saturday.,,IN_SCOPE,,,clock/calendar,immediate/unspecified,sequence/composition,none/unspecified,multiple,one-shot/unspecified,R9,,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-085,new,,community,user-authored naturalistic,Home Assistant Community thread 485629: Temperature hysteresis,https://community.home-assistant.io/t/how-to-trigger-an-automation-based-on-temperature-hysteresis/485629,opening post / stated desired behavior,2026-09-13,"When temperature drops below 19°C, turn heater on; when temperature raises above 19.5°C, turn heater off.",,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R5",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-086,new,,community,user-authored naturalistic,Home Assistant Community thread 878961: Cancelable sequential sprinklers,https://community.home-assistant.io/t/stop-an-automation-mid-run-via-an-input-boolean/878961,opening post / stated desired behavior,2026-09-13,"Run sprinkler zone 1 for 10 minutes, wait 30 seconds, then zone 2 for 10 minutes; stop the entire automation mid-run if the input boolean is turned off.",,IN_SCOPE,,,event/state,duration/window,sequence/composition; guard/branch,timestamp/prior-state,single,one-shot/unspecified,"R1, R6, B1",,,,no,proposed_depth_addition,3,Naturalistic cancelable sequential sprinkler run.,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-087,new,,community,user-authored naturalistic,Home Assistant Community thread 367362: Restartable ten-minute light,https://community.home-assistant.io/t/understanding-automations-with-time-delays-and-how-to-control-them/367362,opening post / stated desired behavior,2026-09-13,"Pressing a button turns on a light for exactly ten minutes, then turns it off; pressing again within the window restarts the ten-minute timer.",,IN_SCOPE,,timed-on,event/state; manual,duration/window,sequence/composition,timestamp/prior-state,single,one-shot/unspecified,"R1, R3, R6, B1",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-088,new,,community,user-authored naturalistic,Home Assistant Community thread 712624: Early lights for dark weather,https://community.home-assistant.io/t/how-to-enable-an-automation-between-times/712624,opening post / stated desired behavior,2026-09-13,"Between sunset minus two hours and sunset, turn den lights on if the weather becomes very overcast or rainy.",,IN_SCOPE,,,event/state; clock/calendar,duration/window,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R9",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-089,new,,community,community-published example,Home Assistant Community thread 302465: Exterior light around sunset/sunrise,https://community.home-assistant.io/t/evolution-of-an-automation-turn-a-light-on-off-at-sunset-sunrise/302465,opening post / stated desired behavior,2026-09-13,Turn on a light just before sunset and turn it off just before sunrise; also handle missed events after Home Assistant restart.,,IN_SCOPE,,,clock/calendar,delay/order,sequence/composition,timestamp/prior-state,multiple,one-shot/unspecified,"R2, R9, B1",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-090,new,,community,user-authored naturalistic,Home Assistant Community thread 670621: Turn on for a set time,https://community.home-assistant.io/t/turn-something-on-for-a-set-time/670621,opening post / stated desired behavior,2026-09-13,"Given some trigger and conditions, turn something on for a set time and then off half an hour later.",,IN_SCOPE,,timed-on,unspecified,delay/order; duration/window,sequence/composition,timestamp/prior-state,multiple,one-shot/unspecified,"R2, R6",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-091,new,,community,user-authored naturalistic,Home Assistant Community thread 987759: Periodic multi-valve check,https://community.home-assistant.io/t/automation-to-run-every-5-minutes/987759,opening post / stated desired behavior,2026-09-13,"Every five minutes, check several radiator valve positions and notify when the specified joint condition holds.",,AMBIGUOUS,The source leaves a behavior-defining choice unresolved.,,event/state,duration/window; periodic/count,sequence/composition; guard/branch; repeat,none/unspecified,multiple,recurring,"R1, R7",,,,no,breadth_only_pending_depth_selection,,,Needs a case-specific interpretation question before any depth encoding.,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-092,new,,community,user-authored naturalistic,Home Assistant Community thread 955561: Independent parallel shutdown flows,https://community.home-assistant.io/t/running-groups-of-actions-in-parallel/955561,opening post / stated desired behavior,2026-09-13,"Have Alexas tell tasks, news, and alarm settings while Home Assistant turns off lights, locks doors, and sets alarms; continue the house shutdown if Alexa communication fails.",,IN_SCOPE,,parallel-flow,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R6, B2",,,,no,proposed_depth_addition,1,Primary true-independent-parallel-flow boundary probe.,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-093,new,,community,user-authored naturalistic,Home Assistant Community thread 555703: Parallel doorbell displays,https://community.home-assistant.io/t/solved-automation-w-3-actions-notification-scripts-how-to-make-them-run-in-parallel/555703,opening post / stated desired behavior,2026-09-13,"When the doorbell triggers, run three scripts that display the door camera on a phone, tablet, and PC; delays in one script should not postpone the others.",,IN_SCOPE,,parallel-flow,event/state; clock/calendar,delay/order,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R2, R9, B2",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-094,new,,community,user-authored naturalistic,Home Assistant Community thread 585191: Parallel light sequences,https://community.home-assistant.io/t/trying-to-create-action-in-parallel-with-delays-for-certain-actions-that-need-to-occur-sequentially/585191,opening post / stated desired behavior,2026-09-13,"In parallel, control multiple lights while preserving each light’s own fade, delay, and turn-off sequence.",,IN_SCOPE,,parallel-flow,unspecified,delay/order,sequence/composition; guard/branch; parallel,none/unspecified,multiple,one-shot/unspecified,"R2, R6, B2",,,,no,breadth_only_pending_depth_selection,,,,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
E1-095,new,,community,user-authored naturalistic,Home Assistant Community thread 654561: Pool reading averages,https://community.home-assistant.io/t/getting-an-average-reading-of-a-sensor-during-certain-hours/654561,opening post / stated desired behavior,2026-09-13,Calculate the average pH and chlorine levels between 10:00 and 15:00 and report those readings daily.,,AMBIGUOUS,The source leaves a behavior-defining choice unresolved.,,clock/calendar,periodic/count,sequence/composition,count/aggregate,multiple,recurring,"R5, R9, L-ACCUM",,,,no,proposed_depth_addition,2,Primary internal accumulation/average boundary probe; semantics must be fixed first.,Needs a case-specific interpretation question before any depth encoding.,,RESEARCHER_NORMALIZATION_OF_STATED_BEHAVIOR,SOURCE_AND_LOCATOR_CHECKED,
